"name","negative","positive"
Vall-Llobrega,3,1
Verges,4,1
Vilopriu,0,1
Abrera,49,34
Begues,22,21
Castelldefels,258,151
Catellví de Rosanes,2,6
Cervelló,31,14
Collbató,25,9
Corbera de Llobregat,40,43
Cornellà de Llobregat,314,168
El Papiol,11,6
El Prat de Llobregat,312,381
Esparreguera,56,50
Esplugues de Llobregat,175,92
Gavà,204,222
La Palma de Cervelló,4,0
Martorell,110,110
Molins de Rei,73,31
Olesa de Montserrat,83,105
Pallejà,42,35
Sant Andreu de la Barca,87,79
Sant Boi de Llobregat,342,330
Sant Climent de Llobregat,22,25
Sant Esteve Sesrovires,49,50
Sant Feliu de Llobregat,141,73
Sant Joan Despí,138,52
Sant Just Desvern,68,58
Sant Vicenç dels Horts,111,66
Santa Coloma de Cervelló,37,33
Torrelles de Llobregat,24,9
Vallirana,44,26
Viladecans,379,408
Albinyana,5,7
Banyeres del Penedès,5,5
Bellvei,3,2
Calafell,41,28
Cunit,51,27
El Montmell,3,0
El Vendrell,57,52
La Bisbal del Penedès,2,7
L'Arboç,3,6
Llorenç del Penedès,3,2
Masllorenç,0,1
Sant Jaume dels Domenys,2,2
Santa Oliva,2,6
Badalona,1200,1001
Barcelona,8408,6566
L'Hospitalet de Llobregat,1109,1137
Sant Adrià del Besòs,165,144
Santa Coloma de Gramenet,612,549
Avià,1,8
Bagà,15,14
Berga,38,61
Borredà,3,0
Casserres,3,2
Castellar de N'Hug,1,0
Cercs,1,5
Gironella,17,13
Guardiola de Berguedà,1,5
La Pobla de Lillet,1,1
Montclar,0,1
Montmajor,0,1
Puig-Reig,15,8
Saldes,0,1
Sant Julià de Cerdanyola,2,0
Alp,4,2
Bellver de Cerdanya,2,3
Fontanals de Cerdanya,0,1
Ger,0,1
Guils de Cerdanya,0,1
Isòvol,1,0
Lles de Cerdanya,0,1
Llívia,0,1
Mortellà i Martinet,2,0
Puigcerdà,19,18
Urús,1,0
L'Espluga de Francolí,8,3
Montblanc,13,9
Pira,2,1
Rocafort de Queralt,2,0
Santa Coloma de Queralt,16,8
Sarral,3,3
Solivella,1,2
Vallfogona de Riucorb,0,1
Vilanova de Prades,1,0
Vilaverd,1,0
Vimbodí i Poblet,4,0
Canyelles,19,7
Cubelles,38,20
Olivella,5,1
Sant Pere de Ribes,99,53
Sitges,101,51
Vilanova i la Geltrú,251,149
Arbeca,3,2
Bellaguarda,1,6
Bovera,1,0
Castelldans,3,0
Cervià de les Garrigues,3,0
El Cogul,1,1
El Vilosell,1,3
Els Omellons,0,1
Fulleda,1,0
Juncosa,3,0
Juneda,18,15
La Floresta,1,0
La Granadella,4,2
La Pobla de Cérvoles,1,0
l'Albagés,3,0
Les Borges Blanques,13,7
Puiggròs,1,1
Vinaixa,1,0
Besalú,8,6
Castellfollit de la Roca,1,1
La Vall de Bianya,7,4
La Vall d'En Bas,9,8
Les Planes d'Hostoles,1,4
Les Preses,4,10
Maià de Montcal,1,2
Mieres,3,0
Montagut i Oix,1,2
Olot,104,148
Riudaura,1,2
Sant Feliu de Pallerols,5,1
Sant Ferriol,0,1
Sant Jaume de Llierca,2,5
Sant Joan Les Fonts,17,10
Santa Pau,2,1
Tortellà,2,2
Aiguaviva,1,4
Bescanó,15,16
Bordils,4,4
Campllong,0,1
Canet d'Adri,4,1
Cassà de la Selva,35,22
Celrà,18,12
Cervià de Ter,6,4
Flaçà,2,1
Fornells de la Selva,9,10
Girona,488,390
Juià,1,0
Llagostera,31,19
Llambilles,2,1
Madremanya,1,0
Quart,16,5
Salt,111,95
Sant Andreu Salou,1,0
Sant Gregori,28,15
Sant Joan de Mollet,0,1
Sant Jordi Desvalls,1,4
Sant Julià de Ramis,12,13
Sant Martí de Llémena,4,2
Sant Martí Vell,1,0
Sarrià de Ter,20,21
Vilablareix,11,11
Alella,44,34
Arenys de Mar,67,34
Arenys de Munt,38,20
Argentona,35,38
Cabrera de Mar,17,7
Cabrils,37,17
Caldes d'Estrac,11,7
Calella,33,24
Canet de Mar,84,14
Dosrius,24,11
El Masnou,95,67
Malgrat de Mar,33,13
Mataró,539,271
Montgat,74,41
Palafolls,10,7
Pineda de Mar,98,20
Premià de Dalt,37,23
Premià de Mar,101,84
Sant Andreu de Llavaneres,46,25
Sant Cebrià de Vallalta,7,1
Sant Iscle de Vallalta,3,1
Sant Pol de Mar,19,10
Sant Vicenç de Montalt,26,10
Santa Susanna,7,4
Teià,47,12
Tiana,49,33
Tordera,46,9
Vilassar de Dalt,34,20
Vilassar de Mar,76,52
Calders,5,4
Castellcir,1,0
Castellterçol,10,1
Collsuspina,1,1
L'Estany,2,0
Moià,16,13
Monistrol de Calders,0,1
Sant Quirze  Safaja,1,0
Santa Maria d'Oló,2,1
Alcanar,16,2
Amposta,43,18
Freginals,0,1
Godall,1,0
La Galera,1,0
La Sénia,8,1
Mas de Barberans,2,0
Masdenverge,1,0
Sant Carles de la Ràpita,28,3
Sant Jaume d'Enveja,9,0
Santa Bàrbara,6,3
Ulldecona,7,2
Àger,10,34
Albesa,0,1
Algerri,2,0
Alòs de Balaguer,1,0
Artesa de Segre,5,2
Balaguer,64,81
Bellcaire d'Urgell,2,2
Camarasa,2,7
Castelló de Farfanya,1,1
Cubells,2,0
Ivars de Noguera,2,0
La Sentiu de Sió,3,1
Les Avellanes i Santa Linya,1,1
Montgai,0,1
Os de Balaguer,3,1
Penelles,4,0
Ponts,3,5
Térmens,2,2
Torrelameu,1,1
Vallfogona de Balaguer,6,2
Vilanova de Meià,1,0
Balenyà,21,37
Calldetenes,9,21
Centelles,30,20
El Brull,1,2
Espinelves,1,0
Folgueroles,9,2
Gurb,10,12
Les Masies de Roda,0,2
Les Masies de Voltregà,8,12
L'Esquirol,14,12
Lluçà,2,0
Malla,1,0
Manlleu,59,94
Montesquiu,4,6
Muntanyola,3,1
Olost,1,4
Orís,1,3
Oristà,0,2
Prats de Lluçanès,10,5
Roda de Ter,20,20
Rupit i Pruit,0,2
Sant Bartomeu del Grau,3,1
Sant Boi de Lluçanès,4,2
Sant Hipòlit de Voltregà,16,22
Sant Julià de Vilatorta,14,24
Sant Martí de Centelles,4,0
Sant Pere de Torelló,6,8
Sant Quirze de Besora,3,12
Sant Vicenç de Torelló,4,6
Santa Eugènia de Berga,11,6
Santa Eulàlia de Riuprimer,7,14
Seva,8,4
Sora,1,0
Taradell,31,31
Tavèrnoles,1,0
Tona,44,43
Torelló,28,53
Vic,183,204
Viladrau,3,0
Vilanova de Sau,1,1
Conca de Dalt,1,2
Gavet de la Conca,2,3
Isona i Conca Dellà,5,1
La Pobla de Segur,20,46
Salàs de Pallars,0,2
Senterada,1,0
Talarn,2,0
Tremp,42,11
Alins,1,0
Alt Àneu,1,1
Espot,0,2
Esterri d'Àneu,0,2
La Guingueta d'Àneu,0,2
Rialp,1,1
Sort,7,5
Banyoles,67,58
Camós,2,1
Cornellà del Terri,9,5
Crespià,0,1
Esponellà,4,1
Fontcoberta,11,2
Porqueres,15,10
Sant Miquel de Campmajor,1,0
Serinyà,9,4
Vilademuls,3,0
Barbens,7,2
Bell-Lloc d'Urgell,8,10
Bellvís,4,2
Castellnou de Seana,1,1
El Palau d'Anglesola,4,3
El Poal,0,1
Fondarella,5,1
Golmés,4,1
Ivars d'Urgell,1,0
Linyola,7,0
Miralcamp,1,4
Mollerussa,23,23
Sidamon,0,2
Torregrossa,3,5
Vilanova de Bellpuig,5,1
Vila-Sana,4,0
Bellmunt del Priorat,4,0
Cabacés,2,0
Capçanes,1,0
Cornudella de Montsant,3,2
El Masroig,3,0
El Molar,1,0
Els Guiamets,4,0
Falset,19,2
La Morera de Montsant,1,0
La Vilella Alta,1,0
Marçà,3,0
Margalef,0,1
Poboleda,1,0
Porrera,4,0
Ulldemolins,1,0
Ascó,3,1
Benissanet,3,0
Flix,14,1
Garcia,1,0
Ginestar,3,2
La Palma d'Ebre,0,1
La Torre de l'Espanyol,1,1
Miravet,2,0
Móra d'Ebre,18,2
Móra la Nova,7,1
Rasquera,2,0
Riba-Roja d'Ebre,1,0
Tivissa,3,0
Vinebre,2,0
Campdevànol,8,6
Camprodon,7,1
Gombrèn,0,1
Llanars,2,1
Molló,4,0
Ogassa,1,0
Pardines,0,1
Ribes de Freser,2,3
Ripoll,24,35
Sant Joan de les Abadesses,13,11
Sant Pau de Segúries,1,1
Setcases,2,0
Vilallonga de Ter,1,1
Biosca,2,0
Cervera,48,23
Estaràs,0,1
Granyena de Segarra,0,1
Guissona,27,37
Ivorra,1,1
Les Oluges,1,1
Massoteres,1,1
Montoliu de Segarra,1,0
Ribera d'Ondara,0,1
Sanaüja,1,0
Sant Guim de Freixenet,6,3
Sant Ramon,1,1
Talavera,0,2
Torà,6,0
Torrefeta i florejacs,0,3
Aitona,11,7
Albatàrrec,5,4
Alcanó,0,1
Alcarràs,39,14
Alcoletge,8,7
Alfarràs,14,6
Alguaire,6,7
Almacelles,22,7
Almenar,25,10
Alpicat,23,10
Artesa de Lleida,4,6
Benavent de Segrià,7,4
Corbins,3,0
Els Alamús,2,1
Gimenells i el Pla de la Font,7,1
La Granja d'Escarp,2,0
La Portella,3,1
Llardecans,3,1
Lleida,531,367
Maials,1,5
Puigverd de Lleida,5,2
Rosselló,9,4
Seròs,3,2
Soses,1,3
Sudanell,2,1
Sunyer,1,0
Torrefarrera,13,10
Torres del Segre,24,5
Torre-Serona,2,0
Vilanova de la Barca,10,0
Vilanova de Segrià,5,2
Amer,5,4
Anglès,14,9
Arbúcies,24,7
Blanes,190,52
Breda,8,6
Brunyola,0,1
Caldes de Malavella,26,21
Fogars de Tordera,5,1
Hostalric,22,8
La Cellera de Ter,9,3
Lloret de Mar,49,51
Maçanet de la Selva,29,4
Massanes,3,5
Riells i Viabrea,15,7
Riudarenes,8,4
Riudellots de la Selva,6,0
Sant Feliu de Buixalleu,1,3
Sant Hilari Sacalm,13,38
Sant Julià del Llor i Bonmatí,4,1
Santa Coloma de Farners,49,41
Sils,25,11
Susqueda,1,0
Tossa de Mar,8,2
Vidreres,24,17
Vilobí d'Onyar,8,5
Navès,0,1
Olius,1,3
Riner,0,1
Solsona,7,3
Altafulla,6,3
Constantí,23,7
Creixell,8,6
El Catllar,12,3
El Morell,7,4
Els Pallaresos,20,10
La Canonja,26,5
La Pobla de Mafumet,10,2
La Pobla de Montornès,1,3
La Riera de Gaià,1,1
La Secuita,4,3
Perafort,3,1
Roda de Berà,8,8
Salou,78,28
Tarragona,555,156
Torredembarra,15,26
Vespella,2,0
Vilallonga del Camp,11,2
Vila-Seca,16,8
Arnes,2,0
Batea,4,0
Bot,1,0
Caseres,1,2
Corbera d'Ebre,2,0
Gandesa,5,1
Horta de Sant Joan,1,1
La Fatarella,1,0
La Pobla de Massaluca,3,1
Agramunt,17,4
Anglesola,3,1
Belianes,2,1
Bellpuig,11,3
Castellserà,4,3
Ciutadilla,1,0
Els Omells de na Gaia,1,0
Guimerà,1,0
La Fuliola,6,28
Nalec,0,1
Preixana,0,1
Puigverd d'Agramunt,0,2
Sant Martí de Riucorb,2,1
Tàrrega,50,33
Tornabous,3,4
Verdú,5,2
Vilagrassa,1,4
Badia del Vallès,52,49
Barberà del Vallès,133,131
Castellar del Vallès,135,102
Castellbisbal,42,34
Cerdanyola del Vallès,253,273
Gallifa,0,2
Matadepera,47,44
Montcada i Reixac,133,137
Palau-Solità i Plegamans,49,37
Polinyà,24,26
Rellinars,3,1
Ripollet,144,143
Rubí,277,298
Sabadell,1207,1163
Sant Cugat del Vallès,328,303
Sant Llorenç Savall,48,32
Sant Quirze del Vallès,120,153
Santa Perpétua de Mogoda,102,87
Sentmenat,37,20
Terrassa,1182,919
Ullastrell,10,19
Vacarisses,24,12
Viladecavalls,35,28
Aiguafreda,12,9
Bigues i Riells,33,19
Caldes de Montbui,58,56
Campins,2,1
Canovelles,45,30
Cànoves i Samalús,8,11
Cardedeu,65,41
Figaró-Montmany,1,18
Fogars de Montclús,1,0
Granollers,245,167
Gualba,13,1
La Garriga,67,37
La Llagosta,56,43
La Roca del Vallès,34,25
L'Ametlla del Vallès,29,12
Les Franqueses del Vallès,92,43
Lliçà d'Amunt,54,40
Lliçà de Vall,32,20
Llinars del Vallès,56,24
Martorelles,17,15
Mollet del Vallès,261,309
Montmeló,37,28
Montornès del Vallès,66,95
Montseny,3,0
Parets del Vallès,79,101
Sant Antoni de Vilamajor,31,25
Sant Celoni,109,27
Sant Esteve de Palautordera,19,4
Sant Feliu de Codines,11,10
Sant Fost de Campsentelles,50,35
Sant Pere de Vilamajor,22,8
Santa Eulàlia de Ronçana,10,12
Santa Maria de Martorelles,4,1
Santa Maria de Palautordera,33,13
Vallgorguina,15,5
Vallromanes,11,5
Vilalba Sasserra,5,24
Vilanova del Vallès,32,15
